where,ref,type,severity,class,agent,suggestions
20_Agents/IT-KnowledgeKeeper/00_INSTRUCTIONS.md,IT-SHARED/80_EXEMPLES/EXAMPLES_CLOSE_CW_REELS.md,text_ref,P1,internal_missing,IT-KnowledgeKeeper,IT-SHARED/80_EXEMPLES/EXEMPLES_CLOSE_CW_REELS.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/EXEMPLES_CLOSE_CW_REELS.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_BUNDLE_CW_CLOSE.md
20_Agents/IT-KnowledgeKeeper/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__KB_Article.md,text_ref,P1,internal_missing,IT-KnowledgeKeeper,IT-SHARED/20_TEMPLATES/09_TEMPLATE_HUDU/TEMPLATE__KB_Article.md | IT-SHARED/20_TEMPLATES/05_TEMPLATE_KNOWLEDGE/TEMPLATE_KNOWLEDGE_KB-Article-et-Procedure_V1.md | IT-SHARED/80_EXEMPLES/TEMPLATE_PENDINGREBOOT.md
20_Agents/IT-MaintenanceMaster/GPT_SETUP_CARD__IT-MaintenanceMaster_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINTENANCE__RUNBOOK__Server_Health_Check_V1.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Server-Health_V1.md | IT-SHARED/20_TEMPLATES/14_TEMPLATE_HEALTH/TEMPLATE__Server_Health_Check.md | IT-SHARED/10_RUNBOOKS/INFRA/TEMPLATE__Server_Health_Check.md
20_Agents/IT-MaintenanceMaster/GPT_SETUP_CARD__IT-MaintenanceMaster_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINTENANCE__RUNBOOK__WSUS_Maintenance_V1.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT__RB__WSUS_Maintenance_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Server-Health_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Patching-Windows_V1.md
20_Agents/IT-MaintenanceMaster/GPT_SETUP_CARD__IT-MaintenanceMaster_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK_MAINT__Windows_Patching_COMPLET_V2.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT_RB_Windows_Patching.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT_RB_Patching_COMPLET.md
20_Agents/IT-MaintenanceMaster/GPT_SETUP_CARD__IT-MaintenanceMaster_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK__Post_Shutdown_Electrical_Validation.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/10_RUNBOOKS/INFRA/RUNBOOK__Post_Shutdown_Electrical_Validation.md | IT-SHARED/10_RUNBOOKS/INFRA/99_ARCHIVE/RUNBOOK__Post_Shutdown_Electrical_Validation.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT_RB_Post_Shutdown_Electrical_Validation.md
20_Agents/IT-MaintenanceMaster/GPT_SETUP_CARD__IT-MaintenanceMaster_v3.md,IT-SHARED/20_TEMPLATES/TEMPLATE__CW_NOTE_INTERNE.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_CW_Note-Interne_V1.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE__PER_ASSET.md
20_Agents/IT-MaintenanceMaster/prompt.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK__Windows_Patching.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Patching_Process.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Patching-Windows_V1.md
20_Agents/IT-MaintenanceMaster/prompt.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK__Windows_Patching_COMPLET_V2.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Patching-Windows_V1.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching_CW_RMM_OneByOne.md
20_Agents/IT-MaintenanceMaster/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__CW_NOTE_INTERNE.md,text_ref,P1,internal_missing,IT-MaintenanceMaster,IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_CW_Note-Interne_V1.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE__PER_ASSET.md
20_Agents/IT-NOCDispatcher/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_NOC_DISPATCH.md,text_ref,P1,internal_missing,IT-NOCDispatcher,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__DISPATCH.md | IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_CONNECTWISE_DISPATCH_V1.md | IT-SHARED/10_RUNBOOKS/SUPPORT/99_ARCHIVE/RUNBOOK__IT_MSP_CONNECTWISE_DISPATCH_V1.md
20_Agents/IT-ReportMaster/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__RAPPORT_MENSUEL_V1.md,text_ref,P1,internal_missing,IT-ReportMaster,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__RAPPORT_MENSUEL_V1.md | IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE_REPORT_Mensuel_V1.md | IT-SHARED/20_TEMPLATES/TEMPLATE__QBR_REPORT_V1.md
20_Agents/IT-SysAdmin/GPT_SETUP_CARD__IT-SysAdmin_v3.md,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__AD_User_Management_V1.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RB__AD_User_Management_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_INFRA_AD-Operations_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__AD_DC_Operations_V1.md
20_Agents/IT-SysAdmin/GPT_SETUP_CARD__IT-SysAdmin_v3.md,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__HyperV_Operations_V1.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__HyperV_Operations_And_Check_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__WatchGuard_Operations_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/INFRA__RUNBOOK__SonicWall_Operations_V1.md
20_Agents/IT-SysAdmin/GPT_SETUP_CARD__IT-SysAdmin_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINTENANCE__RUNBOOK__Server_Health_Check_V1.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Server-Health_V1.md | IT-SHARED/20_TEMPLATES/14_TEMPLATE_HEALTH/TEMPLATE__Server_Health_Check.md | IT-SHARED/10_RUNBOOKS/INFRA/TEMPLATE__Server_Health_Check.md
20_Agents/IT-SysAdmin/GPT_SETUP_CARD__IT-SysAdmin_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINTENANCE__RUNBOOK__WSUS_Maintenance_V1.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT__RB__WSUS_Maintenance_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Server-Health_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Patching-Windows_V1.md
20_Agents/IT-SysAdmin/GPT_SETUP_CARD__IT-SysAdmin_v3.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK_MAINT__Windows_Patching_COMPLET_V2.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT_RB_Windows_Patching.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/MAINT_RB_Patching_COMPLET.md
20_Agents/IT-SysAdmin/prompt.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK__Windows_Patching.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Patching_Process.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Patching-Windows_V1.md
20_Agents/IT-SysAdmin/prompt.md,IT-SHARED/10_RUNBOOKS/MAINTENANCE/RUNBOOK__Windows_Patching_COMPLET_V2.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_MAINTENANCE_Patching-Windows_V1.md | IT-SHARED/10_RUNBOOKS/MAINTENANCE/99_ARCHIVE/RUNBOOK__Windows_Patching_CW_RMM_OneByOne.md
20_Agents/IT-SysAdmin/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_BACKUP_DR_TEST_V1.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/INFRA/RUNBOOK__IT_BACKUP_DR_TEST_V1.md | IT-SHARED/10_RUNBOOKS/INFRA/99_ARCHIVE/RUNBOOK__IT_BACKUP_DR_TEST_V1.md | IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__BACKUP_DR_TEST_V1.md
20_Agents/IT-SysAdmin/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_VEEAM_OPERATIONS_V1.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/10_RUNBOOKS/INFRA/RUNBOOK__IT_VEEAM_OPERATIONS_V1.md | IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK_VEEAM_OPERATIONS_V1.md | IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOK_BACKUP_Veeam-Operations_V1.md
20_Agents/IT-SysAdmin/prompt.md,IT-SHARED/10_RUNBOOKS/RUNBOOK_MENU_CONTEXTUEL_V4.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/RUNBOOK_MENU_CONTEXTUEL_V4.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/RUNBOOK_MENU_CONTEXTUEL_V4.md | IT-SHARED/10_RUNBOOKS/SECURITY/SECURITY__RUNBOOK__Security_Audit.md
20_Agents/IT-SysAdmin/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__CW_NOTE_INTERNE.md,text_ref,P1,internal_missing,IT-SysAdmin,IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_CW_Note-Interne_V1.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE__PER_ASSET.md
20_Agents/IT-TicketScribe/00_INSTRUCTIONS.md,IT-SHARED/80_EXEMPLES/EXAMPLES_CLOSE_CW_REELS.md,text_ref,P1,internal_missing,IT-TicketScribe,IT-SHARED/80_EXEMPLES/EXEMPLES_CLOSE_CW_REELS.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/EXEMPLES_CLOSE_CW_REELS.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_BUNDLE_CW_CLOSE.md
20_Agents/IT-TicketScribe/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__CW_DISCUSSION_STAR.md,text_ref,P1,internal_missing,IT-TicketScribe,IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_DISCUSSION_STAR.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_CW_Discussion-STAR_V1.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_DISCUSSION.md
20_Agents/IT-TicketScribe/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__CW_NOTE_INTERNE.md,text_ref,P1,internal_missing,IT-TicketScribe,IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_CW_Note-Interne_V1.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__CW_NOTE_INTERNE__PER_ASSET.md
20_Agents/IT-TicketScribe/prompt.md,IT-SHARED/20_TEMPLATES/TEMPLATE__EMAIL_CLIENT.md,text_ref,P1,internal_missing,IT-TicketScribe,IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE__EMAIL_CLIENT.md | IT-SHARED/20_TEMPLATES/01_TEMPLATE_CW/TEMPLATE_CW_Email-Client_V1.md | IT-SHARED/80_EXEMPLES/TEMPLATE_PENDINGREBOOT.md
20_Agents/IT-UrgenceMaster/04_KNOWLEDGE_INDEX.md,IT-SHARED/KB,text_ref,P1,internal_missing,IT-UrgenceMaster,IT-SHARED/90_KB/KB_DHCP_DIAG | IT-SHARED/20_TEMPLATES/09_TEMPLATE_HUDU/TEMPLATE__KB_Article.md | IT-SHARED/90_KB/KB-VEEAM-001_Probe-RMM-VMware.md
20_Agents/IT-UrgenceMaster/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_INCIDENT_COMMAND_V1.md,text_ref,P1,internal_missing,IT-UrgenceMaster,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__INCIDENT_COMMAND_V1.md | IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md | IT-SHARED/10_RUNBOOKS/SECURITY/SECURITY__RUNBOOK__IT_SECURITY_INCIDENT_RESPONSE.md
20_Agents/IT-UrgenceMaster/prompt.md,IT-SHARED/10_RUNBOOKS/NOC/RUNBOOK__IT_NOC_FRONTDOOR_v2.md,text_ref,P1,internal_missing,IT-UrgenceMaster,IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__FRONTDOOR_v2.md | IT-SHARED/10_RUNBOOKS/NOC/NOC_RUNBOOK__IT_NETWORK_DIAGNOSTIC_V1.md | IT-SHARED/10_RUNBOOKS/NOC/NOC__RUNBOOK__DISPATCH.md
OPS/OPS-DossierIA/README.md,OPS/OPS-DossierIA/artifacts/DOSSIER__,text_ref,P1,internal_missing,OPS-DossierIA,
OPS/OPS-DossierIA/prompt.md,OPS/OPS-DossierIA/artifacts/DOSSIER__,text_ref,P1,internal_missing,OPS-DossierIA,
OPS/OPS-PlaybookRunner/README.md,OPS/OPS-PlaybookRunner/artifacts/run_,text_ref,P1,internal_missing,OPS-PlaybookRunner,
OPS/OPS-PlaybookRunner/contract.yaml,00_INDEX/playbooks_index.yaml,text_ref,P1,internal_missing,OPS-PlaybookRunner,playbooks/playbooks.yaml | 00_INDEX/agents_index.yaml | 00_INDEX/KNOWLEDGE_INDEX.yaml
OPS/OPS-PlaybookRunner/prompt.md,00_INDEX/playbooks_index.yaml,text_ref,P1,internal_missing,OPS-PlaybookRunner,playbooks/playbooks.yaml | 00_INDEX/agents_index.yaml | 00_INDEX/KNOWLEDGE_INDEX.yaml
OPS/OPS-PlaybookRunner/prompt.md,OPS/OPS-PlaybookRunner/artifacts/run_,text_ref,P1,internal_missing,OPS-PlaybookRunner,
OPS/OPS-RouterIA/README.md,OPS/OPS-RouterIA/artifacts/routing_log_,text_ref,P1,internal_missing,OPS-RouterIA,80_MACHINES/hub_routing.yaml | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | 20_Agents/IT-Commandare-TECH/IT_Commandare_TECH_KnowledgePack_v1/IT__Routing_Rules.md
OPS/OPS-RouterIA/README.md,OPS/OPS-RouterIA/artifacts/routing_metrics_,text_ref,P1,internal_missing,OPS-RouterIA,IT-SHARED/50_REFERENCE/REFERENCE__Metrics.md | 80_MACHINES/hub_routing.yaml | 20_Agents/IT-Commandare-TECH/IT_Commandare_TECH_KnowledgePack_v1/IT__Routing_Rules.md
OPS/OPS-RouterIA/prompt.md,OPS/OPS-RouterIA/artifacts/routing_log_,text_ref,P1,internal_missing,OPS-RouterIA,80_MACHINES/hub_routing.yaml | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | 20_Agents/IT-Commandare-TECH/IT_Commandare_TECH_KnowledgePack_v1/IT__Routing_Rules.md
IT-SHARED/10_RUNBOOKS/00_POLICIES/GUARDRAILS__IT_AGENTS_MASTER.md,50_POLICIES/ops/incident_severity.md,text_ref,P2,external_dependency,,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
IT-SHARED/10_RUNBOOKS/00_POLICIES/GUARDRAILS__IT_AGENTS_MASTER.md,50_POLICIES/ops/logging_schema.md,text_ref,P2,external_dependency,,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
IT-SHARED/10_RUNBOOKS/00_POLICIES/GUARDRAILS__IT_AGENTS_MASTER.md,50_POLICIES/ops/sla.md,text_ref,P2,external_dependency,,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,40_RUNBOOKS/LEGACY_MD/01_it_msp_ticket_to_kb.md,text_ref,P2,external_dependency,,IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md | IT-SHARED/10_RUNBOOKS/SUPPORT/99_ARCHIVE/RUNBOOK__IT_MSP_TICKET_TO_KB.md | IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,40_RUNBOOKS/playbooks.yaml,text_ref,P2,external_dependency,,playbooks/playbooks.yaml | OPS/OPS-RouterIA/tests.yaml | OPS/OPS-RouterIA/memory/glossary.yaml
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,50_POLICIES/POLICIES__INDEX.md,text_ref,P2,external_dependency,,20_Agents/IT-VoIPMaster/04_KNOWLEDGE_INDEX.md | 20_Agents/IT-UrgenceMaster/04_KNOWLEDGE_INDEX.md | 20_Agents/IT-TicketScribe/04_KNOWLEDGE_INDEX.md
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,50_POLICIES/ops/incident_severity.md,text_ref,P2,external_dependency,,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,50_POLICIES/ops/logging_schema.md,text_ref,P2,external_dependency,,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
IT-SHARED/10_RUNBOOKS/RUNBOOK_MASTER__IT_v1.md,50_POLICIES/ops/sla.md,text_ref,P2,external_dependency,,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md,40_RUNBOOKS/LEGACY_MD/01_it_msp_ticket_to_kb.md,text_ref,P2,external_dependency,,IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md | IT-SHARED/10_RUNBOOKS/SUPPORT/99_ARCHIVE/RUNBOOK__IT_MSP_TICKET_TO_KB.md | IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md
IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md,40_RUNBOOKS/playbooks.yaml,text_ref,P2,external_dependency,,playbooks/playbooks.yaml | OPS/OPS-RouterIA/tests.yaml | OPS/OPS-RouterIA/memory/glossary.yaml
IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md,50_POLICIES/ops/incident_severity.md,text_ref,P2,external_dependency,,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md,50_POLICIES/ops/logging_schema.md,text_ref,P2,external_dependency,,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md,50_POLICIES/ops/sla.md,text_ref,P2,external_dependency,,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md,40_RUNBOOKS/LEGACY_MD/01_it_msp_ticket_to_kb.md,text_ref,P2,external_dependency,,IT-SHARED/10_RUNBOOKS/SUPPORT/RUNBOOK__IT_MSP_TICKET_TO_KB.md | IT-SHARED/10_RUNBOOKS/SUPPORT/99_ARCHIVE/RUNBOOK__IT_MSP_TICKET_TO_KB.md | IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md
IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md,40_RUNBOOKS/playbooks.yaml,text_ref,P2,external_dependency,,playbooks/playbooks.yaml | OPS/OPS-RouterIA/tests.yaml | OPS/OPS-RouterIA/memory/glossary.yaml
IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md,50_POLICIES/ops/incident_severity.md,text_ref,P2,external_dependency,,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md,50_POLICIES/ops/logging_schema.md,text_ref,P2,external_dependency,,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
IT-SHARED/10_RUNBOOKS/SUPPORT/SUPPORT__RUNBOOK__IT_MSP_TICKET_TO_KB.md,50_POLICIES/ops/sla.md,text_ref,P2,external_dependency,,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_NOC_URGENCE.md,40_RUNBOOKS/playbooks.yaml,text_ref,P2,external_dependency,,playbooks/playbooks.yaml | OPS/OPS-RouterIA/tests.yaml | OPS/OPS-RouterIA/memory/glossary.yaml
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_NOC_URGENCE.md,50_POLICIES/POLICIES__INDEX.md,text_ref,P2,external_dependency,,20_Agents/IT-VoIPMaster/04_KNOWLEDGE_INDEX.md | 20_Agents/IT-UrgenceMaster/04_KNOWLEDGE_INDEX.md | 20_Agents/IT-TicketScribe/04_KNOWLEDGE_INDEX.md
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_NOC_URGENCE.md,50_POLICIES/ops/incident_severity.md,text_ref,P2,external_dependency,,IT-SHARED/20_TEMPLATES/08_TEMPLATE_REPORTS/TEMPLATE__INCIDENT_REPORT.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_LOG.md | IT-SHARED/20_TEMPLATES/06_TEMPLATE _INCIDENT/TEMPLATE__INCIDENT_CRITIQUE.md
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_NOC_URGENCE.md,50_POLICIES/ops/logging_schema.md,text_ref,P2,external_dependency,,README.md | OPS/OPS-RouterIA/tools/tools.md | OPS/OPS-RouterIA/prompt.md
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_NOC_URGENCE.md,50_POLICIES/ops/sla.md,text_ref,P2,external_dependency,,IT-SHARED/50_REFERENCE/REFERENCE__SLA_Matrix.md | 20_Agents/IT-NOCDispatcher/knowledge/REFERENCE__SLA_Matrix.md | 20_Agents/IT-FrontLine/knowledge/REFERENCE__SLA_FrontLine.md
IT-SHARED/60_BUNDLES/BUNDLE_RUNBOOKS_IT_RESEAU_VOIP.md,40_RUNBOOKS/playbooks.yaml,text_ref,P2,external_dependency,,playbooks/playbooks.yaml | OPS/OPS-RouterIA/tests.yaml | OPS/OPS-RouterIA/memory/glossary.yaml
